labno,unitno,serialno,regno,custid,cust_name,modelid,makeid,make,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,label,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Job Site,Sampled Site,dateReported,Confirmed,Problem Solved,Action Taken,jobno,Customer Groups,Market Status,Report Logo,Region,cmu,interpreter,EC,pH,Prec,Soln,NO2,NO3,Cl-,GLY,SO4,Odour,SolInt,SolCol,SolApp,SolCon,PptAmt,PptCol,PptMag,PptApp,OdrOdr,SolFoam,SolOil,SolFuel,S,Cu,Fe,Cr,Pb,Al,Si,Sn,Ni,Na,K,Mo,Ca,Mg,P,Zn,V40,V100,F,WAT,UST,UOXI,USUL,UNIT,PQ,DEP,TAN,Ti,Sb,V,B,Ag,Mn,Cd,Ba,Be,Bi,Li,TH,ISO,PC4,PC6,PC10,PC14,PC50,S_%,GLO,As,Co,In,Ga,Frp,La,Lu,APP,RI,Sc,Se,W,COL,Y,API,FP,TBN,VI,TDS
10003739676,213083,ARN213-083,,0,,Unknown,,ZF,079CBE3,Hub Axle 3 Left,,See Comments,-,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample at a reduced service interval to further monitor. Note: Sample Information Form states, Fluid type: Shell Spirax 80W90. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,0,0,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,683,7,0.99,1,5,3,4,2,0.99,0.99,25,3,2372,31,149,,,99.9,,4.8,,,55,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204848110,213083,ARN213-083,,0,,Unknown,,,079CBD7,Differential Axle 3,,SAE,SAE 80W90,,All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Oil in use appears to be the original or factory fill. Action: Resample at next recommended interval to monitor and establish wear trend. ,,2020-11-17 00:00:00,2020-11-02 00:00:00,2020-11-16 00:00:00,,6412,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,0.99,1,0.99,3,1,1,2,1,0.99,33,2,418,13,100,,,99.9,,7.8,,,9.9,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204880334,213085,ARN213-085,,0,,Unknown,,ZF,087401E,Differential Axle 2,,SAE,SAE 80W90,,All wear levels within normal limits for run-in period. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. ,,2021-02-02 00:00:00,2021-01-21 00:00:00,2021-02-01 00:00:00,,8233,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,70,1,29,4,46,0.99,1,9,1,2,82,6,607,61,126,,,99.9,,8.2,,,32,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003739675,213083,ARN213-083,,0,,Unknown,,ZF,079CBE2,Hub Axle 2 Right,,See Comments,-,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample after corrective action to further monitor.  Note: Sample Information Form states, Fluid type: Spirax 80W90. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,,,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,844,8,0.99,1,5,3,5,2,0.99,0.99,52,3,3033,39,151,,,99.9,,4.8,,,37,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003739674,213083,ARN213-083,,0,,Unknown,,ZF,079CBE6,Hub Axle 1 Left,,Spirax S3 ALS,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range, however additive package indicates a different oil is in use.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample at a reduced service interval to further monitor. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,,,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,607,5,0.99,1,4,2,3,2,0.99,0.99,27,5,2291,28,152,,,99.9,,4.7,,,43,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204766935,213085,ARN213-085,,0,,Unknown,,Renk,075939F,Angular Gearbox,,Nycolube 294,SAE 5W30,,All wear rates normal. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Resample next recommended service interval to further monitor. ,,2020-06-03 00:00:00,2020-05-05 00:00:00,2020-06-02 00:00:00,,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,47,1,4,6,9,1,0.99,7,8,2,3314,11,1266,1309,38,,,99.9,,60.3,,,40,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204848107,213083,ARN213-083,,0,,Unknown,,Renk,079CBDB,Angular Gearbox,,Nycolube 294,SAE 5W30,,All wear rates normal. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Resample next recommended service interval to further monitor. ,,2020-11-17 00:00:00,2020-11-02 00:00:00,2020-11-16 00:00:00,,6412,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21,0.99,3,5,6,1,0.99,2,3,5,3151,13,1207,1195,40,,,99.9,,60.7,,,12,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003739677,213083,ARN213-083,,0,,Unknown,,ZF,079CBE7,Hub Axle 3 Right,,See Comments,-,,"Bearing/bushing/thrust washer wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample at a reduced service interval to further monitor. Note: Sample Information Form states, Fluid type: Shell Spirax 80W90. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,0,0,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,768,5,0.99,1,3,2,3,2,1,0.99,20,2,2346,23,151,,,99.9,,4.6,,,27,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003739681,213083,ARN213-083,,0,,Unknown,,ZF,079CBE4,Hub Axle 2 Left,,See Comments,-,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample at a reduced service interval to further monitor. Note: Sample Information Form states, Fluid type: Shell Spirax 80W90. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,0,0,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,778,7,0.99,1,4,3,5,1,0.99,0.99,7,5,2466,12,153,,,99.9,,4.8,,,31,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003739680,213083,ARN213-083,,0,,Unknown,,ZF,079CBE0,Hub Axle 4 Right,,See Comments,-,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: As oil already changed and if visible metal/debris was acceptable, Check for any abnormal vibration or noise of this unit. Resample at a reduced service interval to further monitor. Note: Sample Information Form states, Fluid type: Shell Spirax 80W90. ",,2021-10-15 00:00:00,2021-10-06 00:00:00,2021-10-14 00:00:00,0,0,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,608,5,0.99,1,4,2,3,2,0.99,0.99,21,3,2270,24,150,,,99.9,,4.9,,,40,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
